Datum,Standort,Parameter,Intervall,Einheit,Wert,Status
"2021-04-30T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",31.23,"provisorisch"
"2021-04-30T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",52.42,"provisorisch"
"2021-04-30T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",14.33,"provisorisch"
"2021-04-30T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",10.32,"provisorisch"
"2021-04-30T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",76.02,"provisorisch"
"2021-04-30T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-04-30T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",11078.49,"provisorisch"
"2021-04-30T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",31.5,"provisorisch"
"2021-04-30T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",18.42,"provisorisch"
"2021-04-30T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",32.01,"provisorisch"
"2021-04-30T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",48.9,"provisorisch"
"2021-04-30T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",14.48,"provisorisch"
"2021-04-30T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",11.98,"provisorisch"
"2021-04-30T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",68.52,"provisorisch"
"2021-04-30T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-04-30T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.24,"provisorisch"
"2021-04-30T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.32,"provisorisch"
"2021-04-30T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",9.9,"provisorisch"
"2021-04-30T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",64.4,"provisorisch"
"2021-04-30T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",77.15,"provisorisch"
"2021-04-30T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-01T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.65,"provisorisch"
"2021-05-01T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.18,"provisorisch"
"2021-05-01T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",11.6,"provisorisch"
"2021-05-01T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.8,"provisorisch"
"2021-05-01T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",16.36,"provisorisch"
"2021-05-01T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",43.65,"provisorisch"
"2021-05-01T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",13.85,"provisorisch"
"2021-05-01T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",11.9,"provisorisch"
"2021-05-01T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",73.57,"provisorisch"
"2021-05-01T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-01T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",7989.24,"provisorisch"
"2021-05-01T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",20.36,"provisorisch"
"2021-05-01T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",10.86,"provisorisch"
"2021-05-01T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",22.28,"provisorisch"
"2021-05-01T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",43.33,"provisorisch"
"2021-05-01T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",14.2,"provisorisch"
"2021-05-01T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",12.13,"provisorisch"
"2021-05-01T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",67.75,"provisorisch"
"2021-05-01T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-01T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",9675.32,"provisorisch"
"2021-05-01T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",19.56,"provisorisch"
"2021-05-01T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",9.26,"provisorisch"
"2021-05-01T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",23.22,"provisorisch"
"2021-05-01T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",37.68,"provisorisch"
"2021-05-01T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",15.06,"provisorisch"
"2021-05-01T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",14.22,"provisorisch"
"2021-05-01T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",57.31,"provisorisch"
"2021-05-01T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-01T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",5.15,"provisorisch"
"2021-05-01T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.97,"provisorisch"
"2021-05-01T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",8.38,"provisorisch"
"2021-05-01T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",50.07,"provisorisch"
"2021-05-01T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",77.48,"provisorisch"
"2021-05-01T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-02T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.65,"provisorisch"
"2021-05-02T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.14,"provisorisch"
"2021-05-02T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",6.61,"provisorisch"
"2021-05-02T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",1.26,"provisorisch"
"2021-05-02T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",10.71,"provisorisch"
"2021-05-02T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",77.24,"provisorisch"
"2021-05-02T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",8.6,"provisorisch"
"2021-05-02T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.24,"provisorisch"
"2021-05-02T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",87.53,"provisorisch"
"2021-05-02T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-02T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",4399.08,"provisorisch"
"2021-05-02T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",11.52,"provisorisch"
"2021-05-02T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",4.46,"provisorisch"
"2021-05-02T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",15.19,"provisorisch"
"2021-05-02T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",75.65,"provisorisch"
"2021-05-02T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",8.38,"provisorisch"
"2021-05-02T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",6.99,"provisorisch"
"2021-05-02T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",83.12,"provisorisch"
"2021-05-02T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-02T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",4965.43,"provisorisch"
"2021-05-02T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",19.85,"provisorisch"
"2021-05-02T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",9.25,"provisorisch"
"2021-05-02T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",23.78,"provisorisch"
"2021-05-02T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",65.38,"provisorisch"
"2021-05-02T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",10.11,"provisorisch"
"2021-05-02T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",9.01,"provisorisch"
"2021-05-02T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",78.79,"provisorisch"
"2021-05-02T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-02T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",3.59,"provisorisch"
"2021-05-02T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.71,"provisorisch"
"2021-05-02T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",5.76,"provisorisch"
"2021-05-02T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",78.46,"provisorisch"
"2021-05-02T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",90.4,"provisorisch"
"2021-05-02T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-03T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.76,"provisorisch"
"2021-05-03T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.16,"provisorisch"
"2021-05-03T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",14.48,"provisorisch"
"2021-05-03T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.66,"provisorisch"
"2021-05-03T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",20.55,"provisorisch"
"2021-05-03T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",69.15,"provisorisch"
"2021-05-03T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",11.72,"provisorisch"
"2021-05-03T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",8.88,"provisorisch"
"2021-05-03T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",103.35,"provisorisch"
"2021-05-03T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-03T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",7927.78,"provisorisch"
"2021-05-03T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",28.24,"provisorisch"
"2021-05-03T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",16.96,"provisorisch"
"2021-05-03T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",28,"provisorisch"
"2021-05-03T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",67.49,"provisorisch"
"2021-05-03T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",12.34,"provisorisch"
"2021-05-03T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",8.87,"provisorisch"
"2021-05-03T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",102.98,"provisorisch"
"2021-05-03T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-03T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",11284.65,"provisorisch"
"2021-05-03T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",40.46,"provisorisch"
"2021-05-03T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",24.4,"provisorisch"
"2021-05-03T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",39.97,"provisorisch"
"2021-05-03T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",54.74,"provisorisch"
"2021-05-03T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",12.85,"provisorisch"
"2021-05-03T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",10.88,"provisorisch"
"2021-05-03T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",84.56,"provisorisch"
"2021-05-03T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-03T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",5.41,"provisorisch"
"2021-05-03T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.64,"provisorisch"
"2021-05-03T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",7.82,"provisorisch"
"2021-05-03T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",84.93,"provisorisch"
"2021-05-03T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",104.65,"provisorisch"
"2021-05-03T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-04T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.73,"provisorisch"
"2021-05-04T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.12,"provisorisch"
"2021-05-04T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",6.66,"provisorisch"
"2021-05-04T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",1.11,"provisorisch"
"2021-05-04T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",11.03,"provisorisch"
"2021-05-04T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",84.71,"provisorisch"
"2021-05-04T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",12.31,"provisorisch"
"2021-05-04T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.05,"provisorisch"
"2021-05-04T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",104.96,"provisorisch"
"2021-05-04T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-04T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",6099.29,"provisorisch"
"2021-05-04T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",17.63,"provisorisch"
"2021-05-04T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",8.64,"provisorisch"
"2021-05-04T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",20.47,"provisorisch"
"2021-05-04T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",78.82,"provisorisch"
"2021-05-04T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",12.37,"provisorisch"
"2021-05-04T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",7.17,"provisorisch"
"2021-05-04T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",103.68,"provisorisch"
"2021-05-04T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-04T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",9193.15,"provisorisch"
"2021-05-04T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",27.92,"provisorisch"
"2021-05-04T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",16.12,"provisorisch"
"2021-05-04T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",28.69,"provisorisch"
"2021-05-04T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",70.59,"provisorisch"
"2021-05-04T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",12.87,"provisorisch"
"2021-05-04T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",8.6,"provisorisch"
"2021-05-04T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",94.11,"provisorisch"
"2021-05-04T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-04T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.44,"provisorisch"
"2021-05-04T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.2,"provisorisch"
"2021-05-04T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",6.65,"provisorisch"
"2021-05-04T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",88.65,"provisorisch"
"2021-05-04T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",105.35,"provisorisch"
"2021-05-04T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-05T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.65,"provisorisch"
"2021-05-05T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.11,"provisorisch"
"2021-05-05T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",6.48,"provisorisch"
"2021-05-05T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",1.26,"provisorisch"
"2021-05-05T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",10.46,"provisorisch"
"2021-05-05T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",77.54,"provisorisch"
"2021-05-05T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",7.66,"provisorisch"
"2021-05-05T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",5.06,"provisorisch"
"2021-05-05T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",97.36,"provisorisch"
"2021-05-05T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-05T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",6449.85,"provisorisch"
"2021-05-05T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",18.21,"provisorisch"
"2021-05-05T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",10.3,"provisorisch"
"2021-05-05T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",19.02,"provisorisch"
"2021-05-05T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",72.15,"provisorisch"
"2021-05-05T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",8.24,"provisorisch"
"2021-05-05T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",4.87,"provisorisch"
"2021-05-05T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",98.66,"provisorisch"
"2021-05-05T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-05T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",8472.26,"provisorisch"
"2021-05-05T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",29.99,"provisorisch"
"2021-05-05T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",17.83,"provisorisch"
"2021-05-05T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",30.02,"provisorisch"
"2021-05-05T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",61.77,"provisorisch"
"2021-05-05T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",9.04,"provisorisch"
"2021-05-05T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",6.34,"provisorisch"
"2021-05-05T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",93.14,"provisorisch"
"2021-05-05T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-05T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",3.99,"provisorisch"
"2021-05-05T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.14,"provisorisch"
"2021-05-05T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",5.89,"provisorisch"
"2021-05-05T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",79.64,"provisorisch"
"2021-05-05T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",99.01,"provisorisch"
"2021-05-05T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-06T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.68,"provisorisch"
"2021-05-06T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.13,"provisorisch"
"2021-05-06T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",12.43,"provisorisch"
"2021-05-06T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.46,"provisorisch"
"2021-05-06T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",16.92,"provisorisch"
"2021-05-06T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",62.74,"provisorisch"
"2021-05-06T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",8.07,"provisorisch"
"2021-05-06T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",5.4,"provisorisch"
"2021-05-06T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",79.21,"provisorisch"
"2021-05-06T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-06T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",9152.62,"provisorisch"
"2021-05-06T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",15.11,"provisorisch"
"2021-05-06T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",6.82,"provisorisch"
"2021-05-06T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",18.44,"provisorisch"
"2021-05-06T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",62.65,"provisorisch"
"2021-05-06T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",7.78,"provisorisch"
"2021-05-06T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",4.95,"provisorisch"
"2021-05-06T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",79.23,"provisorisch"
"2021-05-06T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-06T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",7714.74,"provisorisch"
"2021-05-06T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",39.29,"provisorisch"
"2021-05-06T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",25.31,"provisorisch"
"2021-05-06T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",36.32,"provisorisch"
"2021-05-06T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",48.23,"provisorisch"
"2021-05-06T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",9.35,"provisorisch"
"2021-05-06T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",6.58,"provisorisch"
"2021-05-06T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",66.82,"provisorisch"
"2021-05-06T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-06T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.92,"provisorisch"
"2021-05-06T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.16,"provisorisch"
"2021-05-06T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",7.63,"provisorisch"
"2021-05-06T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",68.29,"provisorisch"
"2021-05-06T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",80.97,"provisorisch"
"2021-05-06T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-07T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.64,"provisorisch"
"2021-05-07T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.13,"provisorisch"
"2021-05-07T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",9.06,"provisorisch"
"2021-05-07T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",2.19,"provisorisch"
"2021-05-07T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",13.95,"provisorisch"
"2021-05-07T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",64.31,"provisorisch"
"2021-05-07T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",6.6,"provisorisch"
"2021-05-07T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",4.7,"provisorisch"
"2021-05-07T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",88.65,"provisorisch"
"2021-05-07T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-07T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",9050.95,"provisorisch"
"2021-05-07T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",24.09,"provisorisch"
"2021-05-07T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",13.48,"provisorisch"
"2021-05-07T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",25.39,"provisorisch"
"2021-05-07T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",56.33,"provisorisch"
"2021-05-07T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",6.94,"provisorisch"
"2021-05-07T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",4.53,"provisorisch"
"2021-05-07T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",81.34,"provisorisch"
"2021-05-07T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-07T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",10761.43,"provisorisch"
"2021-05-07T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",38.6,"provisorisch"
"2021-05-07T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",23.37,"provisorisch"
"2021-05-07T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",38,"provisorisch"
"2021-05-07T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",45.13,"provisorisch"
"2021-05-07T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",8.24,"provisorisch"
"2021-05-07T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",6.02,"provisorisch"
"2021-05-07T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",68.18,"provisorisch"
"2021-05-07T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-05-07T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.05,"provisorisch"
